,instr,course,term,evals,rcmnd_class,rcmnd_instr,time,class_weighted_evals,instr_weighted_evals,letter_expected,gpa_expected,letter_actual,gpa_actual
1685,"Eggers, John Dietrich",MATH 20B,WI18,112,0.8270000000000001,0.893,7.28,93,100,B- ,2.74,C+ ,2.38
1686,"Petkov, Vladislav V",MATH 20B,WI18,106,0.612,0.42,7.78,65,45,C+ ,2.7,C+ ,2.51
1687,"Strahl, Perry Robert",MATH 20B,WI18,139,0.715,0.632,7.03,99,88,B- ,2.82,C+ ,2.57
1688,"Bowers, Adam R.",MATH 20C,WI18,94,0.8859999999999999,0.862,6.46,83,81,B ,3.2,B- ,2.81
1689,"Snellman Jr., Robert Allen",MATH 20C,WI18,116,0.982,0.9640000000000001,5.29,114,112,B+ ,3.65,B+ ,3.66
1690,"Allen, Grant Warren",MATH 20C,WI18,127,0.866,0.847,5.58,110,108,B+ ,3.31,B+ ,3.31
1691,"Tesler, Glenn",MATH 20C,WI18,104,0.9490000000000001,0.857,5.75,99,89,B+ ,3.52,B- ,2.8
1692,"Chow, Bennett",MATH 20C,WI18,108,0.816,0.621,7.22,88,67,B+ ,3.36,B ,3.12
1693,"Snellman Jr., Robert Allen",MATH 20D,WI18,94,0.9890000000000001,0.9890000000000001,6.39,93,93,A- ,3.71,B+ ,3.53
1694,"Ben-Ezra, David El-Chai",MATH 20D,WI18,95,0.9209999999999999,0.865,5.6,87,82,B+ ,3.47,B+ ,3.46
1695,"Petkov, Vladislav V",MATH 20D,WI18,76,0.8240000000000001,0.5,5.4,63,38,B+ ,3.4,B- ,2.94
1696,"Kolesnikov, Pavel",MATH 20D,WI18,69,0.866,0.8,6.5,60,55,B ,3.26,B- ,2.95
1697,"Buskin, Nikolay",MATH 20E,WI18,50,0.915,0.745,6.67,46,37,B ,3.26,B- ,2.91
1698,"Sterbenz, Jacob",MATH 20E,WI18,90,0.843,0.855,6.57,76,77,B+ ,3.42,B- ,2.74
1699,"Aamari, Eddie",MATH 20E,WI18,76,0.861,0.75,6.96,65,57,B ,3.26,B ,3.09
1700,"Rogalski, Daniel",MATH 31BH,WI18,18,0.941,0.938,10.15,17,17,A- ,3.71,B+ ,3.48
1701,"Um, Ko Woon",MATH 3C,WI18,91,0.7879999999999999,0.873,5.86,72,79,C+ ,2.67,C+ ,2.51
1702,"Ciotti, Benjamin",MATH 4C,WI18,26,0.92,0.92,8.34,24,24,B- ,2.83,C+ ,2.51
1703,"Eberhard, Craig A",MGT 103,WI18,61,0.951,0.934,3.71,58,57,B ,3.28,B ,3.11
1704,"Eberhard, Craig A",MGT 103,WI18,71,0.93,0.9440000000000001,3.43,66,67,B+ ,3.41,B ,3.11
1705,"Eberhard, Craig A",MGT 103,WI18,71,0.9440000000000001,0.972,3.85,67,69,B+ ,3.56,B ,3.11
1706,"Ehrich, Kristine R",MGT 103,WI18,60,0.9670000000000001,0.9329999999999999,4.23,58,56,B+ ,3.42,B ,3.15
1707,"Ehrich, Kristine R",MGT 103,WI18,51,0.922,0.961,4.11,47,49,B ,3.27,B ,3.15
1708,"Ehrich, Kristine R",MGT 103,WI18,20,0.95,1.0,4.0,19,20,B+ ,3.3,B ,3.15
1709,"Prosser, Elise K",MGT 103,WI18,71,0.958,0.915,3.85,68,65,B+ ,3.64,B+ ,3.56
1710,"Campbell, Robert Harold",MGT 105,WI18,116,0.9570000000000001,0.9740000000000001,3.65,111,113,A- ,3.74,A- ,3.74
1711,"Fuller, Robert L.",MGT 112,WI18,79,0.873,0.861,5.26,69,68,A- ,3.73,A- ,3.84
1712,"Fuller, Robert L.",MGT 112,WI18,79,0.7340000000000001,0.759,5.36,58,60,A- ,3.77,A- ,3.84
1713,"Fuller, Robert L.",MGT 112,WI18,73,0.877,0.863,5.14,64,63,A- ,3.81,A- ,3.84
1714,"Somasundaram, Tyagarajan",MGT 112,WI18,71,0.873,0.914,5.07,62,65,B ,3.19,B+ ,3.59
1715,"Somasundaram, Tyagarajan",MGT 112,WI18,21,0.857,0.857,4.12,18,18,B ,3.1,B+ ,3.59
1716,"Kim, Nancy Sun Kyung",MGT 117,WI18,41,0.976,0.951,4.05,40,39,B+ ,3.53,B+ ,3.45
1717,"Pecore, Joseph P.",MGT 12,WI18,144,0.9440000000000001,0.965,2.74,136,139,B+ ,3.67,B+ ,3.31
1718,"Rutherford, Lamar",MGT 121A,WI18,58,0.7240000000000001,0.862,4.12,42,50,B+ ,3.59,B+ ,3.43
1719,"Zhu, Kevin Xiaoguo",MGT 127,WI18,45,0.8220000000000001,0.8220000000000001,3.79,37,37,A- ,3.81,B+ ,3.67
1720,"Houskeeper, Robert",MGT 131A,WI18,55,0.7959999999999999,0.722,4.73,44,40,B+ ,3.6,B ,3.06
1721,"Houskeeper, Robert",MGT 131B,WI18,60,0.932,0.932,5.47,56,56,B+ ,3.63,B+ ,3.38
1722,"Anderson, John Charles",MGT 135,WI18,121,0.9590000000000001,0.983,4.53,116,119,B+ ,3.43,B ,3.23
1723,"Lindenberger, Wade Douglas",MGT 136,WI18,102,0.99,0.99,5.36,101,101,A- ,3.82,B+ ,3.7
1724,"Doran, Martha S",MGT 146,WI18,22,0.909,0.955,4.5,20,21,B+ ,3.56,A- ,3.8
1725,"Perols, Johan Lars",MGT 153,WI18,40,0.975,0.9740000000000001,6.1,39,39,B+ ,3.66,B+ ,3.39
1726,"Campbell, Robert Harold",MGT 16,WI18,111,0.973,0.991,3.25,108,110,B+ ,3.6,B+ ,3.6
1727,"Campbell, Robert Harold",MGT 16,WI18,103,0.981,1.0,3.68,101,103,A- ,3.74,B+ ,3.6
1728,"Lindenberger, Wade Douglas",MGT 16,WI18,82,0.951,0.975,2.45,78,80,A- ,3.8,A- ,3.77
1729,"Baca, Katherine Marie",MGT 162,WI18,50,1.0,1.0,2.46,50,50,A- ,3.83,A- ,3.71
1730,"McKay, Mary A",MGT 164,WI18,27,0.9229999999999999,0.885,6.12,25,24,B ,3.27,B- ,2.76
1731,"McKay, Mary A",MGT 164,WI18,54,0.907,0.87,5.13,49,47,B ,3.26,B- ,2.76
1732,"Zimmermann, Carsten",MGT 164,WI18,67,0.8809999999999999,0.866,5.17,59,58,B+ ,3.49,B+ ,3.49
1733,"Moran, Cathleen L.",MGT 166,WI18,71,0.845,0.831,4.81,60,59,B ,3.29,B ,3.23
1734,"Moran, Cathleen L.",MGT 166,WI18,66,0.924,0.924,5.73,61,61,B ,3.26,B ,3.23
1735,"Moran, Cathleen L.",MGT 166,WI18,70,0.757,0.757,4.68,53,53,B ,3.23,B ,3.23
1736,"Hedges, Kathleen",MGT 172,WI18,102,0.922,0.971,3.7,94,99,B+ ,3.7,B+ ,3.48
1737,"Royal, Rebecca",MGT 172,WI18,81,0.914,0.914,3.93,74,74,B+ ,3.68,B+ ,3.36
1738,"Hedges, Kathleen",MGT 172,WI18,73,0.9590000000000001,0.973,3.27,70,71,B+ ,3.67,B+ ,3.48
1739,"Zimmermann, Carsten",MGT 172,WI18,58,0.879,0.86,3.71,51,50,B+ ,3.44,B ,3.19
1740,"Gopal, Christopher S.",MGT 174,WI18,41,0.927,0.951,3.96,38,39,B+ ,3.46,B+ ,3.36
1741,"McKay, Michael J",MGT 18,WI18,64,0.875,0.938,3.69,56,60,B+ ,3.44,B- ,2.92
1742,"McKay, Michael J",MGT 18,WI18,67,0.8959999999999999,0.925,4.02,60,62,B+ ,3.4,B- ,2.92
1743,"McKay, Michael J",MGT 18,WI18,60,0.867,1.0,3.96,52,60,B+ ,3.38,B- ,2.92
1744,"McKay, Mary A",MGT 18,WI18,64,0.8909999999999999,0.8590000000000001,3.38,57,55,B ,3.28,B- ,2.73
1745,"Bliss, Barbara Ann",MGT 181,WI18,27,0.889,1.0,5.61,24,27,B+ ,3.33,B ,3.09
1746,"Buchanan, Harold G",MGT 181,WI18,138,0.9420000000000001,0.9420000000000001,5.14,130,130,B+ ,3.31,B ,3.14
1747,"Buchanan, Harold G",MGT 181,WI18,110,0.9359999999999999,0.9540000000000001,5.31,103,105,B+ ,3.36,B ,3.14
1748,"Dunn, Louis Jean",MGT 187,WI18,47,0.8909999999999999,0.889,4.27,42,42,B+ ,3.58,B- ,2.91
1749,"Dunn, Louis Jean",MGT 187,WI18,39,0.872,0.846,4.5,34,33,B+ ,3.46,B- ,2.91
1750,"Pecore, Joseph P.",MGT 45,WI18,127,0.953,0.9840000000000001,5.04,121,125,B+ ,3.54,B- ,2.97
1751,"Pecore, Joseph P.",MGT 45,WI18,59,0.9309999999999999,1.0,4.96,55,59,B+ ,3.42,B- ,2.97
1752,"Houskeeper, Robert",MGT 5,WI18,114,0.91,0.9359999999999999,4.14,104,107,B+ ,3.43,B- ,2.94
1753,"Lindenberger, Wade Douglas",MGT 5,WI18,117,0.9570000000000001,0.9740000000000001,3.2,112,114,B+ ,3.48,B+ ,3.53
1754,"Cohen, Richard S.",MMW 12,WI18,237,0.71,0.895,6.43,168,212,B+ ,3.36,B+ ,3.32
1755,"Smarr, Janet L.",MMW 12,WI18,231,0.6679999999999999,0.912,5.99,154,211,B+ ,3.31,B ,3.17
1756,"Chang, Edmond Yi-Teh",MMW 12,WI18,258,0.679,0.9279999999999999,7.51,175,239,B ,3.19,B ,3.11
1757,"Chang, Edmond Yi-Teh",MMW 122,WI18,173,0.5,0.877,6.22,86,152,B ,3.1,B- ,2.97
1758,"Patterson, Patrick H.",MMW 122,WI18,98,0.634,0.924,9.37,62,91,B+ ,3.33,B ,3.1
1759,"Hertz, Deborah",MMW 14,WI18,118,0.44299999999999995,0.509,4.11,52,60,B+ ,3.34,B+ ,3.42
1760,"Gallant, Thomas W.",MMW 14,WI18,93,0.7859999999999999,0.9520000000000001,4.81,73,89,B+ ,3.35,B+ ,3.42
1761,"Blanco, John D",MMW 14,WI18,102,0.596,0.6940000000000001,4.82,61,71,B ,3.22,B ,3.22
1762,"Karis, Aleck",MUS 101B,WI18,11,0.727,0.6,6.5,8,7,B ,3.18,B+ ,3.42
1763,"Rubio, Juan David",MUS 11,WI18,48,0.813,0.9570000000000001,3.27,39,46,B+ ,3.61,B+ ,3.44
1764,"Digney, Fiona Ruth",MUS 114,WI18,24,0.583,0.667,5.33,14,16,B+ ,3.46,B ,3.14
1765,"Guy, Nancy",MUS 12,WI18,58,0.818,0.833,3.15,47,48,A- ,3.74,B+ ,3.69
1766,"Cimini, Amy Marie",MUS 120B,WI18,8,0.75,0.875,5.75,6,7,B+ ,3.5,B+ ,3.49
1767,"Nordeson, Kjell Gunnar",MUS 127,WI18,47,0.956,0.9329999999999999,2.1,45,44,A- ,3.82,B+ ,3.52
1768,"Ohnishi, Takae",MUS 130,WI18,10,1.0,1.0,1.5,10,10,A ,4.0,A ,4.0
1769,"Charney, Joshua Jamsheed",MUS 15,WI18,137,0.924,0.9540000000000001,2.47,127,131,A- ,3.79,B+ ,3.67
1770,"Hochman, Joshua David",MUS 17,WI18,150,0.8690000000000001,0.867,2.91,130,130,B+ ,3.47,B ,3.3
1771,"Puckette, Miller S.",MUS 171,WI18,38,0.657,0.727,6.5,25,28,B ,3.23,B ,3.19
1772,"Dubnov, Shlomo",MUS 173,WI18,12,1.0,0.917,5.0,12,11,A- ,3.91,B+ ,3.49
1773,"Erbe, Tom",MUS 174B,WI18,8,1.0,1.0,4.25,8,8,A- ,3.88,A- ,3.79
1774,"Moellenberg, Todd Michael",MUS 1B,WI18,43,0.927,0.951,2.85,40,41,A- ,3.84,B+ ,3.34
1775,"Carlson, Erik Norman",MUS 2B,WI18,12,0.917,1.0,2.33,11,12,A- ,3.92,A- ,3.89
1776,"Carlson, Erik Norman",MUS 2B,WI18,13,0.75,1.0,1.83,10,13,A ,4.0,A- ,3.89
1777,"Nestor, Ryan Douglas",MUS 4,WI18,90,0.919,0.977,2.46,83,88,B+ ,3.57,B+ ,3.45
1778,"Thorpe, Suzanne",MUS 5,WI18,70,0.58,0.7609999999999999,2.05,41,53,B+ ,3.65,B+ ,3.42
1779,"Larson, Philip Clarion",MUS 95C,WI18,9,1.0,1.0,3.17,9,9,A ,4.0,A ,4.0
1780,"Larson, Philip Clarion",MUS 95C,WI18,7,1.0,1.0,0.79,7,7,A ,4.0,A ,4.0
1781,"Kline, Matthew John",MUS 95E,WI18,19,1.0,1.0,1.66,19,19,A ,4.0,A ,4.0
1782,"Beauton, James Alan",MUS 95L,WI18,14,1.0,1.0,2.19,14,14,A ,4.0,A ,4.0
1783,"Seshadri, Kartik",MUS 95W,WI18,8,1.0,1.0,1.64,8,8,A ,4.0,A- ,3.88
1784,"Seshadri, Kartik",MUS 95W,WI18,11,0.909,0.9,5.77,10,10,A- ,3.91,A- ,3.88
1785,"Cubukcu, Ertugrul",NANO 100L,WI18,6,1.0,1.0,6.9,6,6,A- ,3.83,A- ,3.79
1786,"Lipomi, Darren John",NANO 101,WI18,43,1.0,1.0,6.16,43,43,B+ ,3.46,B ,3.29
1787,"Vazquez Mena, Oscar",NANO 104,WI18,26,0.261,0.261,4.33,7,7,B+ ,3.43,B ,3.28
1788,"Cubukcu, Ertugrul",NANO 107,WI18,22,0.8,0.9,6.9,18,20,B ,3.14,B ,3.27
1789,"Fenning, David",NANO 111,WI18,19,0.778,0.778,6.82,15,15,B ,3.06,B ,3.13
1790,"Chen, Yi",NANO 120A,WI18,11,0.909,1.0,9.05,10,11,B ,3.18,B+ ,3.62
1791,"Grush, Rick Scott",PHIL 1,WI18,10,1.0,1.0,5.36,10,10,B ,3.17,B+ ,3.42
1792,"Grush, Rick Scott",PHIL 10,WI18,149,0.935,0.971,4.43,139,145,B+ ,3.4,B ,3.12
1793,"Greene, Blythe Anastasia",PHIL 101,WI18,26,0.885,0.9229999999999999,4.65,23,24,B+ ,3.55,B+ ,3.64
1794,"Rutherford, Donald Paul",PHIL 111,WI18,11,0.9,1.0,7.1,10,11,B+ ,3.3,B ,3.19
1795,"Dougherty II, John Edward",PHIL 12,WI18,33,0.75,0.871,3.69,25,29,B+ ,3.6,B+ ,3.61
1796,"Santorio, Paolo",PHIL 130,WI18,25,1.0,0.96,4.82,25,24,B+ ,3.38,B ,3.19
1797,"Brink, David O.",PHIL 138,WI18,16,0.929,1.0,2.93,15,16,B+ ,3.67,B ,3.25
1798,"Cohen, Jonathan David",PHIL 14,WI18,36,0.7140000000000001,0.7709999999999999,3.7,26,28,B+ ,3.37,B- ,2.81
1799,"Fulkerson, Matthew Todd",PHIL 149,WI18,13,0.833,0.818,5.17,11,11,B+ ,3.64,B ,3.3
1800,"Cartwright, Nancy D.",PHIL 152,WI18,19,0.789,0.684,5.45,15,13,B+ ,3.61,B+ ,3.54
1801,"Bazargan-Forward, Saba",PHIL 161,WI18,7,1.0,1.0,5.36,7,7,B ,3.0,B- ,2.91
1802,"Rickless, Samuel Charles",PHIL 165,WI18,29,0.821,0.963,5.6,24,28,B- ,2.84,B ,3.04
1803,"Anagnostopoulos, G. H.",PHIL 166,WI18,11,1.0,1.0,4.72,11,11,B ,3.14,B+ ,3.4
1804,"Hardimon, Michael O.",PHIL 170,WI18,10,0.8,0.9,2.7,8,9,B+ ,3.38,B ,3.15
1805,"Nelkin, Dana Kay",PHIL 185,WI18,11,0.8,0.9,7.05,9,10,B+ ,3.3,B- ,2.95
1806,"Lamey, Andy M.",PHIL 27,WI18,84,0.7090000000000001,0.987,5.12,60,83,B ,3.24,B ,3.17
1807,"Doppelt, Gerald D.",PHIL 28,WI18,59,0.508,0.45799999999999996,4.43,30,27,B ,3.16,B- ,2.72
1808,"Rutherford, Donald Paul",PHIL 32,WI18,17,0.875,1.0,3.0,15,17,B+ ,3.33,B ,3.01
1809,"Nelkin, Dana Kay",PHIL 50,WI18,17,0.938,0.938,3.88,16,16,B+ ,3.38,B- ,2.81
1810,"Shotwell, Brian",PHYS 100A,WI18,18,0.706,0.882,9.17,13,16,B- ,2.76,C+ ,2.61
1811,"Jenkins, Elizabeth",PHYS 100B,WI18,35,0.742,0.742,7.35,26,26,B- ,2.77,C ,2.26
1812,"Dubin, Daniel Herschel",PHYS 105B,WI18,16,0.813,1.0,15.38,13,16,B ,3.06,B- ,2.92
1813,"Tytler, David Robert",PHYS 11,WI18,21,0.6,0.6,3.74,13,13,B+ ,3.62,B ,3.23
1814,"Wu, Congjun",PHYS 110A,WI18,21,0.75,0.7,7.7,16,15,C+ ,2.5,B- ,2.84
1815,"Arnold, Kam S",PHYS 120,WI18,12,0.75,1.0,9.67,9,12,B- ,2.92,B- ,2.85
1816,"Smith, Douglas E",PHYS 122,WI18,13,1.0,1.0,6.96,13,13,A- ,3.85,B+ ,3.68
1817,"Branson, James G",PHYS 130C,WI18,13,0.778,0.625,10.1,10,8,B ,3.1,B+ ,3.52
1818,"Burgasser, Adam Jonathan",PHYS 160,WI18,21,0.85,0.85,10.4,18,18,B ,3.1,B ,3.14
1819,"Wright, Shelley Adams",PHYS 164,WI18,18,0.889,0.9440000000000001,12.06,16,17,B ,3.13,B- ,2.82
1820,"Tsai, Philbert S",PHYS 1A,WI18,78,0.9079999999999999,0.934,7.7,71,73,B ,3.2,B ,3.16
1821,"Yagil, Avi",PHYS 1AL,WI18,85,0.633,0.705,5.06,54,60,B ,3.09,B ,3.26
1822,"Paddock, Mark",PHYS 1B,WI18,155,0.6890000000000001,0.757,6.49,107,117,B ,3.27,B ,3.13
1823,"Tsai, Philbert S",PHYS 1B,WI18,178,0.8220000000000001,0.976,5.99,146,174,B ,3.23,B ,3.23
1824,"Groisman, Alexander",PHYS 1B,WI18,76,0.8140000000000001,0.652,5.04,62,50,B ,3.28,B ,3.2
1825,"Yagil, Avi",PHYS 1BL,WI18,360,0.578,0.677,3.96,208,244,B+ ,3.44,B+ ,3.45
1826,"Kritsuk, Alexei",PHYS 1C,WI18,69,0.615,0.723,5.3,42,50,B ,3.19,B+ ,3.41
1827,"Yagil, Avi",PHYS 1CL,WI18,69,0.547,0.516,4.28,38,36,B ,3.14,B+ ,3.33
1828,"Popmintchev, Tenio",PHYS 2A,WI18,265,0.865,0.83,6.2,229,220,B ,3.27,B+ ,3.42
1829,"Keres, Dusan",PHYS 2A,WI18,183,0.871,0.8809999999999999,5.14,159,161,B+ ,3.34,B ,3.14
1830,"Rappel, Wouter Jan",PHYS 2A,WI18,90,0.885,0.932,5.45,80,84,B+ ,3.33,B- ,2.83
1831,"Shotwell, Brian",PHYS 2B,WI18,141,0.8540000000000001,0.9109999999999999,7.35,120,128,B ,3.12,B- ,2.94
1832,"Butov, Leonid",PHYS 2BL,WI18,26,0.731,0.769,3.35,19,20,A- ,3.73,B+ ,3.67
1833,"Hirsch, Jorge Eduardo",PHYS 2C,WI18,97,0.489,0.308,7.58,47,30,C+ ,2.57,C+ ,2.6
1834,"Frano Pereira, Alex M",PHYS 2CL,WI18,91,0.6829999999999999,0.951,7.22,62,87,B+ ,3.46,B ,3.2
1835,"Sharma, Vivek A.",PHYS 2D,WI18,59,0.879,0.914,8.16,52,54,B+ ,3.37,B+ ,3.38
1836,"Lin, Tongyan",PHYS 4A,WI18,33,0.8390000000000001,0.8059999999999999,7.81,28,27,B- ,2.71,B- ,2.83
1837,"Manohar, Aneesh Vasant",PHYS 4D,WI18,20,0.9,1.0,7.7,18,20,B ,3.11,B- ,2.97
1838,"Sandstrom, Karin Marie",PHYS 7,WI18,54,0.9229999999999999,0.904,4.19,50,49,B+ ,3.38,B ,3.11
1839,"Galderisi, Peter",POLI 100C,WI18,38,0.973,0.973,4.39,37,37,B+ ,3.51,B+ ,3.59
1840,"Fowler, James",POLI 100F,WI18,19,0.9440000000000001,1.0,2.61,18,19,A- ,3.88,A- ,3.88
1841,"Gause, LaGina",POLI 100I,WI18,39,0.9490000000000001,0.9229999999999999,4.55,37,36,B+ ,3.49,B ,3.29
1842,"Fletcher, Nathan",POLI 102D,WI18,31,1.0,0.9259999999999999,3.5,31,29,B+ ,3.6,B ,3.28
1843,"Erie, Steven P",POLI 103B,WI18,14,1.0,1.0,4.93,14,14,A- ,3.71,B+ ,3.37
1844,"Smith, Glenn Chatmas",POLI 104B,WI18,41,0.9490000000000001,0.9490000000000001,4.86,39,39,B+ ,3.47,B ,3.26
1845,"Galderisi, Peter",POLI 104G,WI18,25,0.958,0.958,6.08,24,24,B+ ,3.61,B+ ,3.58
1846,"Bergman, Matthew Edward",POLI 104J,WI18,12,0.727,0.636,7.5,9,8,B+ ,3.42,B+ ,3.42
1847,"Adida, Claire",POLI 108,WI18,70,0.955,0.9690000000000001,3.46,67,68,B+ ,3.61,B+ ,3.62
1848,"Morgan, Sean Thomas",POLI 110B,WI18,23,1.0,0.955,6.98,23,22,B+ ,3.41,B ,3.18
1849,"Ingham, Sean",POLI 112A,WI18,13,0.9229999999999999,0.9229999999999999,3.88,12,12,B+ ,3.62,B ,3.13
1850,"Hoston, Germaine",POLI 113B,WI18,18,0.941,0.941,4.26,17,17,A- ,3.79,B+ ,3.54
1851,"Forman, Fonna",POLI 117,WI18,13,0.769,1.0,4.81,10,13,B+ ,3.62,B+ ,3.48
1852,"Ramanathan, Veerabhadran",POLI 117,WI18,14,0.7859999999999999,0.846,4.64,11,12,B+ ,3.64,B+ ,3.48
1853,"Ferree, Karen E",POLI 11D,WI18,89,0.909,0.9079999999999999,4.2,81,81,B+ ,3.45,B+ ,3.3
1854,"Magagna, Victor Valentine",POLI 120A,WI18,132,0.9840000000000001,0.9840000000000001,3.78,130,130,A- ,3.93,A- ,3.87
1855,"Chandler, William M.",POLI 120B,WI18,32,0.9,0.9,2.5,29,29,B+ ,3.62,B+ ,3.32
1856,"Shafir, Gershon",POLI 124,WI18,10,0.667,0.556,5.61,7,6,B ,3.25,B+ ,3.31
1857,"Naoi, Megumi",POLI 125B,WI18,27,0.885,0.885,3.96,24,24,B+ ,3.69,B+ ,3.54
1858,"Feeley, Maureen Catherine",POLI 127,WI18,25,0.84,0.88,5.86,21,22,B+ ,3.54,B+ ,3.32
1859,"Gibson, Clark C",POLI 129,WI18,28,0.929,0.821,5.93,26,23,A- ,3.71,B+ ,3.54
1860,"Hoston, Germaine",POLI 132,WI18,24,0.727,0.727,4.24,17,17,B+ ,3.59,B+ ,3.62
1861,"Naoi, Megumi",POLI 133A,WI18,63,0.95,1.0,4.33,60,63,B+ ,3.54,B+ ,3.48
1862,"Magagna, Victor Valentine",POLI 136,WI18,131,0.9840000000000001,1.0,3.39,129,131,A- ,3.95,A- ,3.91
1863,"Forman, Fonna",POLI 13D,WI18,106,0.961,0.98,3.72,102,104,B+ ,3.66,B+ ,3.56
1864,"Mares, David R",POLI 142L,WI18,33,0.8059999999999999,0.8059999999999999,4.82,27,27,B+ ,3.47,B ,3.03
1865,"Slantchev, Branislav",POLI 142M,WI18,62,0.968,0.9520000000000001,5.34,60,59,B+ ,3.41,B+ ,3.37
1866,"Slantchev, Branislav",POLI 143A,WI18,61,0.852,0.9,4.47,52,55,B+ ,3.34,B ,3.15
1867,"Mares, David R",POLI 146A,WI18,28,0.821,0.821,5.79,23,23,B+ ,3.46,B- ,2.78
1868,"Schneider, Christina",POLI 151,WI18,42,1.0,1.0,5.12,42,42,B+ ,3.62,B+ ,3.53
1869,"Butler, Daniel",POLI 164,WI18,18,1.0,1.0,4.03,18,18,A- ,3.73,B+ ,3.43
1870,"Sells, Cameron James",POLI 171,WI18,18,0.941,0.941,5.72,17,17,A- ,3.83,A- ,3.75
1871,"Butler, Daniel",POLI 30D,WI18,92,0.841,0.932,4.54,77,86,B+ ,3.52,B+ ,3.33
1872,"Xu, Yiqing",POLI 5D,WI18,13,0.667,0.75,4.81,9,10,B- ,2.89,B- ,2.87
1873,"Yerushalmian, Sara",PSYC 1,WI18,241,0.9790000000000001,0.966,4.15,236,233,B+ ,3.49,B ,3.16
1874,"Walker, Caren Michelle",PSYC 101,WI18,330,0.982,0.982,4.51,324,324,B+ ,3.47,B ,3.23
1875,"Gentner, Tim",PSYC 102,WI18,54,0.9,0.92,4.82,49,50,B ,3.27,B ,3.1
1876,"Brady, Timothy Francis",PSYC 105,WI18,115,0.9740000000000001,0.982,4.55,112,113,B+ ,3.55,B ,3.18
1877,"Aron, Adam",PSYC 108,WI18,148,0.857,0.8370000000000001,5.23,127,124,B+ ,3.36,B+ ,3.34
1878,"Heyman, Gail D.",PSYC 110,WI18,20,0.95,0.95,3.2,19,19,A- ,3.9,A- ,3.95
1879,"Geller, Emma Harlan",PSYC 111A,WI18,31,0.935,1.0,7.21,29,31,A- ,3.74,A- ,3.72
1880,"Bajic, Daniel Andrew",PSYC 117,WI18,12,0.909,0.9,3.05,11,11,A ,4.0,A ,4.0
1881,"Miller, Cory T.",PSYC 122,WI18,126,0.96,0.96,4.01,121,121,B+ ,3.49,B+ ,3.31
1882,"Rose, Fred E.",PSYC 125,WI18,46,0.929,0.976,3.96,43,45,B+ ,3.43,B- ,2.84
1883,"Christenfeld, Nicholas",PSYC 130,WI18,12,0.917,1.0,3.83,11,12,B+ ,3.45,B+ ,3.53
1884,"Wixted, John T",PSYC 144,WI18,111,0.915,0.972,4.97,102,108,B ,3.19,B- ,2.8
1885,"Fletcher, Laura Michelle",PSYC 150,WI18,22,1.0,1.0,4.5,22,22,A- ,3.9,A- ,3.7
1886,"Gasperi, Marianna",PSYC 152,WI18,58,0.914,1.0,4.11,53,58,B+ ,3.45,B+ ,3.36
1887,"Hunt, Matthew James",PSYC 153,WI18,135,0.7759999999999999,0.7140000000000001,5.03,105,96,B ,3.2,B ,3.21
1888,"Winward, Jennifer Laven",PSYC 154,WI18,94,0.9129999999999999,0.9570000000000001,4.41,86,90,B+ ,3.44,B ,3.28
1889,"Willis, Jarryd Thomas",PSYC 155,WI18,148,0.958,0.951,4.4,142,141,A- ,3.76,B+ ,3.7
1890,"St John, Mark F.",PSYC 161,WI18,43,0.725,0.615,3.73,31,26,B+ ,3.47,B+ ,3.36
1891,"Fletcher, Laura Michelle",PSYC 166,WI18,29,1.0,0.966,2.71,29,28,A- ,3.76,B+ ,3.58
1892,"Gorman, Michael R.",PSYC 172,WI18,114,0.855,0.87,5.01,97,99,B ,3.24,B- ,2.99
1893,"Mc Kenzie, Craig R.M.",PSYC 176,WI18,51,0.882,0.9,5.09,45,46,B+ ,3.41,B+ ,3.34
1894,"Hanes, Esther",PSYC 180,WI18,75,0.9570000000000001,1.0,3.49,72,75,B+ ,3.57,B+ ,3.47
1895,"Anagnostaras, Stephan",PSYC 181,WI18,215,0.883,0.93,4.96,190,200,B+ ,3.37,B ,3.03
1896,"Frederick, David A",PSYC 193L,WI18,32,0.968,0.968,6.13,31,31,B+ ,3.5,B+ ,3.39
1897,"Frederick, David A",PSYC 193L,WI18,29,0.966,0.9309999999999999,6.36,28,27,B ,3.17,B+ ,3.39
1898,"Willis, Jarryd Thomas",PSYC 6,WI18,217,0.9620000000000001,0.976,3.16,209,212,B+ ,3.56,B ,3.24
1899,"Lowe, Angela Beth",PSYC 60,WI18,205,0.877,0.975,5.33,180,200,B ,3.1,B- ,2.92
1900,"Steiner, Eric Tomas",PSYC 60,WI18,103,0.8540000000000001,0.941,4.64,88,97,B ,3.18,C+ ,2.64
1901,"Lowe, Angela Beth",PSYC 7,WI18,242,0.9259999999999999,0.95,3.91,224,230,B ,3.18,B+ ,3.31
1902,"Geller, Emma Harlan",PSYC 70,WI18,90,0.91,0.9890000000000001,4.39,82,89,B ,3.23,B ,3.05
1903,"Kalleres, Dayna",RELI 1,WI18,18,0.889,0.9440000000000001,4.06,16,17,B ,3.25,B+ ,3.65
1904,"Nemat-Nasser, Siavouche",SE 101A,WI18,8,1.0,1.0,5.0,8,8,B ,3.13,C+ ,2.43
1905,"Eliasson, Veronica",SE 101B,WI18,36,0.667,0.914,12.11,24,33,C+ ,2.6,C+ ,2.31
